,make,model,year,mileage,fuel,power,transmission,price
3349,Vauxhall,Mokka,2019,20668,Petrol,138,Manual,14784
3350,Vauxhall,Corsa,2018,16302,Petrol,99,Manual,10292
3351,Mazda,MX-5,2018,13126,Petrol,129,Manual,22399
3352,Honda,Civic,2018,46521,Petrol,127,Manual,14500
3353,Bentley,Arnage,2002,67000,Petrol,349,Automatic,27250
3354,Mercedes-Benz,SL,2017,31000,Petrol,362,Automatic,38948
3355,Ferrari,458,2013,13500,Petrol,570,Automatic,144948
3356,Aston,Martin,2021,6020,Petrol,543,Automatic,165000
3357,Tesla,Model,2018,15000,Electric,762,Automatic,97990
3358,Mercedes-Benz,AMG,2018,24668,Petrol,469,Automatic,47995
3359,Porsche,718,2017,35000,Petrol,295,Semi Automatic,43000
3360,Land,Rover,2019,56000,Diesel,261,Manual,55000
3361,Vauxhall,Corsa,2019,16416,Petrol,74,Manual,9690
3362,FORD,MUSTANG,2014,39000,Petrol,420,Manual,29995
3363,ASTON,MARTIN,2002,13700,Petrol,460,Automatic,74995
3364,ASTON,MARTIN,2008,38000,Petrol,510,Manual,89995
3365,BMW,X5,2015,52865,Diesel,255,Automatic,30850
3366,BMW,Z4,2011,45385,Petrol,201,Manual,14350
3367,Ford,Ranger,2016,21163,Diesel,158,Manual,23900
3368,Jaguar,F-TYPE,2016,7181,Petrol,335,Automatic,42799
3369,Iconic,Guards,1980,34586,Petrol,300,Manual,134900
3370,Porsche,Boxster,2002,128000,Petrol,248,Manual,8895
3371,Hyundai,i10,2012,36352,Petrol,85,Manual,3795
3372,Ford,Mondeo,2015,79500,Diesel,148,Manual,9495
3373,Porsche,911,2018,13500,Petrol,572,Automatic,127995
3374,Land,Rover,2019,30000,Diesel,178,Automatic,33995
3375,Vauxhall,Grandland,2018,24790,Petrol,128,Manual,18995
3376,Lamborghini,Huracan,2020,3000,Petrol,630,Automatic,199990
3377,Peugeot,208,2021,1345,Petrol,99,Manual,17750
3378,Audi,A3,2020,11432,Petrol,296,Semi Automatic,36990
3379,Audi,A6,2020,13678,Petrol,262,Semi Automatic,38990
3380,Audi,A6,2021,1045,Diesel,228,Automatic,69490
3381,Audi,A3,2021,2499,Petrol,148,Semi Automatic,31990
3382,Audi,A5,2015,36807,Diesel,187,Manual,18990
3383,Audi,A5,2018,37694,Petrol,188,Manual,23290
3384,2019,68,2019,12216,Diesel,187,Semi Automatic,30000
3385,2017,67,2017,28525,Diesel,108,Manual,15500
3386,2011,61,2011,44504,Petrol,97,Manual,6500
3387,MINI,Mini,2019,5748,Petrol,228,Manual,30450
3388,Volvo,V40,2019,21500,Petrol,150,Manual,22000
3389,Volvo,XC90,2017,35789,Hybrid,315,Automatic,47000
3390,Volvo,XC40,2020,4811,Hybrid,194,Automatic,41000
3391,Skoda,Karoq,2019,25989,Petrol,148,Manual,23990
3392,BMW,2,2021,11763,Hybrid,221,Automatic,33950
3393,BMW,3,2019,20000,Petrol,255,Automatic,30750
3394,Nissan,Note,2017,26000,Petrol,80,Manual,7995
3395,Mazda,MX-5,2019,6780,Petrol,130,Manual,20250
3396,Ford,Fiesta,2019,13170,Petrol,138,Manual,17150
3397,2016,16,2016,55000,Petrol,134,Manual,12995
3398,2019,19,2019,26000,Diesel,271,Automatic,49995
3399,Porsche,911,2004,86000,Petrol,414,Automatic,39950
3400,Volkswagen,T-Cross,2019,8032,Petrol,94,Manual,18495
3401,AUDI,A6,2019,12890,Diesel,268,Automatic,38500
3402,AUDI,TT,2017,23778,Petrol,178,Manual,23750
3403,LAND,ROVER,2016,29,Diesel,122,Manual,105000
3404,Renault,Kadjar,2020,3495,Petrol,138,Manual,19699
3405,MERCEDES-BENZ,A,2021,4040,Diesel,188,Automatic,31000
3406,MERCEDES-BENZ,CLA,2018,20400,Petrol,181,Automatic,29000
3407,Volkswagen,Golf,2019,18000,Petrol,113,Manual,17999
3408,Vauxhall,Grandland,2020,2758,Petrol,128,Manual,22596
3409,Audi,A6,2011,36753,Petrol,168,Manual,10841
3410,Ford,Focus,2012,27438,Petrol,123,Automatic,8043
3411,Audi,A3,2007,37077,Petrol,115,Manual,5112
3412,Mercedes-Benz,SLK,2011,12559,Petrol,306,Automatic,18215
3413,Honda,CR-V,2010,27481,Petrol,148,Automatic,12800
3414,Skoda,Fabia,2009,47663,Petrol,70,Manual,3281
3415,Ford,Fiesta,2013,44538,Petrol,123,Manual,7776
3416,Mercedes-Benz,SLK,2009,35911,Petrol,184,Automatic,9793
3417,Fiat,500C,2011,28984,Petrol,85,Manual,6017
3418,Seat,Arona,2019,13872,Petrol,114,Manual,18530
3419,Seat,Ibiza,2020,8704,Petrol,94,Manual,16390
3420,BMW,X6,2020,5246,Diesel,335,Automatic,64000
3421,BMW,1,2018,25530,Petrol,134,Manual,16250
3422,Toyota,RAV4,2017,22000,Petrol,151,Automatic,19999
3423,MINI,CONVERTIBLE,2016,15893,Petrol,208,Manual,20500
3424,MINI,CONVERTIBLE,2009,36774,Petrol,120,Manual,6250
3425,Seat,Arona,2021,4290,Petrol,108,Manual,19999
3426,Seat,Leon,2020,11285,Petrol,286,Automatic,28499
3427,Ford,Fiesta,2019,11921,Petrol,84,Manual,13890
3428,Volkswagen,Polo,2019,9054,Petrol,113,Manual,17700
3429,BMW,2,2018,24820,Diesel,188,Automatic,25000
3430,BMW,3,2018,36000,Petrol,181,Automatic,22750
3431,BMW,Z4,2019,11890,Petrol,335,Automatic,38500
3432,BMW,2,2018,32870,Petrol,134,Automatic,21500
3433,BMW,4,2015,30899,Diesel,188,Manual,19500
3434,BMW,5,2017,56416,Diesel,188,Automatic,24500
3435,BMW,1,2018,12808,Diesel,114,Automatic,21250
3436,Vauxhall,Corsa,2019,4741,Petrol,74,Manual,10900
3437,Nissan,Juke,2019,11146,Petrol,111,Automatic,16700
3438,BMW,2,2016,63908,Petrol,322,Automatic,19750
3439,FORD,ECOSPORT,2018,9657,Petrol,138,Manual,17500
3440,BMW,Z4,2020,10500,Petrol,194,Automatic,35500
3441,SMART,FORFOUR,2018,31631,Petrol,71,Manual,7750
3442,Ford,Fiesta,2017,12373,Petrol,123,Manual,14000
3443,Mini,Clubman,2021,5000,Petrol,134,Automatic,30000
3444,Mini,5,2019,12057,Petrol,134,Automatic,22000
3445,Bmw,2,2020,3464,Hybrid,221,Automatic,32995
3446,Bmw,2,2018,23914,Petrol,365,Automatic,37494
3447,Bmw,5,2017,41125,Petrol,335,Automatic,32994
3448,LAND,ROVER,2018,33199,Diesel,302,Automatic,51000
3449,MINI,HATCHBACK,2016,62220,Petrol,134,Manual,12000
3450,MINI,HATCHBACK,2019,8587,Petrol,134,Manual,17000
3451,Ford,Kuga,2019,10728,Petrol,148,Manual,22500
3452,Ford,EcoSport,2019,3742,Petrol,123,Manual,18900
3453,Audi,Q5,2020,8200,Petrol,262,Automatic,53990
3454,LAND,ROVER,2018,30641,Diesel,255,Automatic,59000
3455,Honda,Civic,2019,3455,Petrol,125,Manual,21500
3456,FORD,FOCUS,2020,5242,Petrol,153,Manual,25000
3457,AUDI,Q5,2019,13404,Petrol,241,Automatic,43250
3458,AUDI,A3,2019,17542,Petrol,114,Automatic,24000
3459,FORD,FOCUS,2017,16000,Petrol,345,Manual,33000
3460,BMW,Z4,2019,2187,Petrol,194,Automatic,34500
3461,Fiat,500C,2016,33090,Petrol,85,Manual,8989
3462,Kia,Rio,2019,8132,Petrol,118,Automatic,16289
3463,Volkswagen,Golf,2016,34747,Petrol,218,Automatic,20989
3464,MINI,Mini,2018,23528,Petrol,189,Manual,21489
3465,Ford,Kuga,2019,27879,Petrol,148,Manual,21989
3466,Nissan,Juke,2021,6706,Petrol,113,Manual,20989
3467,Peugeot,108,2017,5116,Petrol,82,Manual,9489
3468,Toyota,Yaris,2018,7472,Petrol,110,Manual,12989
3469,Vauxhall,Insignia,2018,16434,Petrol,163,Manual,14689
3470,Jeep,Renegade,2015,22142,Petrol,138,Manual,12489
3471,AUDI,A3,2018,18114,Petrol,148,Manual,21500
3472,MINI,HATCHBACK,2020,14816,Petrol,189,Automatic,25500
3473,Skoda,Scala,2021,750,Petrol,109,Manual,22999
3474,Mercedes-Benz,A-Class,2020,6776,Petrol,134,Automatic,29999
3475,Mercedes-Benz,GLA-Class,2018,30906,Petrol,208,Automatic,27499
3476,Audi,A5,2011,96000,Petrol,160,Automatic,6990
3477,Subaru,Impreza,2005,82000,Petrol,300,Manual,19990
3478,Subaru,Impreza,2003,89000,Petrol,300,Manual,16990
3479,JDM,Forester,2001,57000,Petrol,260,Automatic,10990
3480,JDM,Subaru,2005,79000,Petrol,250,Manual,8990
3481,AUDI,R8,2018,11350,Petrol,602,Automatic,104500
3482,AUDI,TT,2017,28363,Petrol,306,Manual,29000
3483,AUDI,Q7,2018,31996,Diesel,215,Automatic,44000
3484,AUDI,E-TRON,2021,2279,Electric,402,Automatic,85000
3485,BMW,Z4,2020,11878,Petrol,194,Automatic,34000
3486,Ford,Fiesta,2018,16884,Petrol,99,Manual,12500
3487,Audi,Q3,2017,42518,Petrol,148,Manual,18800
3488,Mazda,MX-5,2016,19806,Petrol,129,Manual,14700
3489,Mercedes-Benz,GLA-Class,2015,38500,Petrol,360,Automatic,25500
3490,Vauxhall,Astra,2019,10000,Petrol,148,Manual,14000
3491,Fiat,500,2014,57000,Petrol,135,Manual,7200
3492,BMW,4,2017,57000,Petrol,181,Automatic,20000
3493,Ford,Fiesta,2016,23500,Petrol,80,Manual,8400
3494,Audi,A1,2017,17000,Petrol,123,Automatic,16100
3495,Mazda,Mazda3,2014,30000,Petrol,118,Manual,11400
3496,Seat,Leon,2013,63000,Petrol,140,Manual,8400
3497,Ford,Focus,2017,27000,Petrol,247,Manual,19400
3498,Volkswagen,Polo,2015,50000,Petrol,189,Manual,12500
3499,Audi,A3,2017,11816,Petrol,148,Automatic,17500
3500,BMW,1,2015,51800,Petrol,134,Manual,11000
3501,Vauxhall,Astra,2015,27500,Petrol,276,Manual,16700
3502,Mercedes-Benz,C-Class,2019,21000,Petrol,181,Automatic,23200
3503,Volkswagen,Golf,2017,41150,Petrol,121,Automatic,17000
3504,BMW,1,2017,26000,Petrol,134,Manual,15300
3505,Hyundai,Tucson,2019,11900,Petrol,174,Automatic,22500
3506,Hyundai,i20,2019,7942,Petrol,83,Manual,14000
3507,Peugeot,108,2017,23200,Petrol,82,Manual,8695
3508,Abarth,595,2019,9300,Petrol,144,Manual,14995
3509,Peugeot,3008,2019,19084,Petrol,129,Manual,20750
3510,Mercedes,Benz,1968,1,Petrol,170,Manual,250420
3511,Citroen,C1,2021,948,Petrol,71,Manual,10440
3512,Toyota,GT86,2020,1748,Petrol,197,Manual,28360
3513,SEAT,Leon,2018,17287,Petrol,123,Manual,14700
3514,Volkswagen,Golf,2019,10377,Petrol,113,Manual,17800
3515,Ford,Fiesta,2017,26851,Petrol,79,Manual,9690
3516,Peugeot,2008,2020,16242,Electric,134,Automatic,29390
3517,Mercedes-Benz,Cla,2019,2057,Petrol,188,Automatic,34290
3518,MINI,HATCH,2019,16183,Petrol,134,Automatic,20990
3519,Ford,Ecosport,2019,9333,Petrol,123,Automatic,18910
3520,Kia,Sportage,2018,12279,Petrol,130,Manual,21070
3521,Ford,Fiesta,2019,16382,Petrol,123,Manual,16280
3522,Ford,Focus,2020,4044,Diesel,118,Automatic,24500
3523,Ford,Fiesta,2020,2591,Petrol,94,Manual,15930
3524,Ford,Kuga,2018,19355,Diesel,118,Manual,18570
3525,Ford,KA+,2017,23583,Petrol,68,Manual,8170
3526,MINI,HATCH,2019,23373,Petrol,134,Automatic,19020
3527,Nissan,Qashqai,2017,36973,Diesel,108,Manual,16460
3528,Land,Rover,2015,47913,Diesel,148,Manual,19200
3529,Jaguar,XE,2019,15216,Petrol,247,Automatic,26360
3530,Volkswagen,Golf,2019,18992,Petrol,241,Manual,26760
3531,Volkswagen,T-Roc,2018,22982,Petrol,188,Automatic,25580
3532,Land,Rover,2018,35000,Diesel,306,Automatic,57490
3533,Land,Rover,2016,44496,Diesel,306,Automatic,40900
3534,Ford,Kuga,2018,31945,Diesel,148,Manual,20490
3535,Nissan,X-Trail,2017,50397,Diesel,174,Automatic,20000
3536,Ford,Ecosport,2020,18911,Petrol,123,Manual,16940
3537,Audi,A3,2016,46489,Diesel,148,Manual,17020
3538,BMW,1,2016,36012,Diesel,114,Automatic,16140
3539,Vauxhall,Mokka,2017,37091,Diesel,134,Manual,12790
3540,Volkswagen,Tiguan,2018,36442,Diesel,148,Automatic,22980
3541,Vauxhall,Mokka,2019,29654,Petrol,138,Manual,14070
3542,Vauxhall,Astra,2017,11202,Petrol,148,Automatic,12970
3543,Vauxhall,Corsa,2018,16327,Petrol,74,Manual,8199
3544,BMW,4,2016,35753,Diesel,308,Automatic,26000
3545,Volkswagen,T-Roc,2020,10519,Petrol,148,Manual,23640
3546,Vauxhall,Viva,2018,1824,Petrol,72,Manual,8570
3547,DS,DS,2016,37144,Diesel,98,Manual,8430
3548,Peugeot,208,2018,36678,Petrol,82,Manual,9750
3549,Vauxhall,Corsa,2021,115,Petrol,74,Manual,17380
3550,Vauxhall,Grandland,2020,15604,Diesel,128,Manual,20490
3551,Ford,Edge,2017,37096,Diesel,177,Manual,21740
3552,Ford,Kuga,2019,14081,Diesel,177,Automatic,25540
3553,Ford,Fiesta,2021,2214,Petrol,123,Manual,18990
3554,Ford,Focus,2017,24790,Petrol,123,Manual,13860
3555,Ford,Puma,2020,3084,Petrol,153,Manual,25750
3556,Ford,Kuga,2018,19543,Diesel,118,Manual,17370
3557,Ford,Ranger,2020,8395,Diesel,209,Automatic,32490
3558,Ford,Focus,2020,9782,Petrol,123,Manual,20300
3559,Volkswagen,Golf,2019,7533,Petrol,241,Automatic,28000
3560,Mazda,CX-5,2018,23646,Diesel,173,Manual,22790
3561,Volkswagen,Polo,2019,7524,Petrol,94,Manual,14200
3562,Ford,Kuga,2018,23715,Petrol,148,Manual,20340
3563,Ford,Kuga,2020,12657,Diesel,118,Manual,27360
3564,Suzuki,Ignis,2019,3817,Petrol,88,Manual,11720
3565,Kia,Rio,2020,1949,Petrol,99,Manual,15340
3566,Citroen,C3,2019,12700,Petrol,109,Manual,12770
3567,Volkswagen,Golf,2017,20408,Petrol,306,Automatic,26560
3568,Honda,CR-V,2016,41176,Diesel,158,Automatic,19310
3569,Land,Rover,2016,46691,Diesel,178,Automatic,27190
3570,Renault,Captur,2018,12825,Petrol,88,Manual,12420
3571,Volkswagen,Golf,2018,28129,Diesel,182,Manual,20790
3572,Ford,Fiesta,2018,22597,Petrol,99,Manual,13080
3573,Ford,Fiesta,2019,14100,Petrol,84,Manual,12730
3574,Citroen,C3,2019,3849,Petrol,82,Manual,12690
3575,Citroen,C3,2019,11025,Petrol,128,Manual,15110
3576,Hyundai,Tucson,2017,19601,Diesel,114,Manual,16820
3577,Citroen,C3,2017,34359,Petrol,109,Automatic,12620
3578,Nissan,Juke,2017,24770,Petrol,215,Manual,14860
3579,Citroen,C4,2019,14178,Petrol,109,Manual,14330
3580,Nissan,Qashqai,2019,23556,Petrol,158,Automatic,24990
3581,Citroen,Berlingo,2019,33625,Diesel,101,Manual,19640
3582,Nissan,Qashqai,2018,28105,Diesel,114,Manual,18640
3583,Audi,A5,2015,81129,Diesel,175,Manual,13990
3584,2014,64,2014,23400,Petrol,123,Manual,8995
3585,Land,Rover,2018,14962,Hybrid,398,Automatic,74844
3586,Ford,Focus,2018,19288,Diesel,118,Manual,16640
3587,Volkswagen,Golf,2018,30279,Diesel,182,Automatic,23440
3588,Ford,Focus,2019,12888,Petrol,123,Manual,17910
3589,Ford,Kuga,2019,6981,Diesel,148,Manual,23270
3590,Vauxhall,Viva,2017,9355,Petrol,74,Manual,8180
3591,BMW,1,2018,26407,Diesel,147,Automatic,19760
3592,Vauxhall,Astra,2017,27200,Petrol,148,Manual,12010
3593,Ford,Kuga,2018,21830,Diesel,177,Manual,23710
3594,Vauxhall,Corsa,2018,10197,Petrol,74,Manual,10690
3595,Mercedes-Benz,GLA,2018,16331,Petrol,154,Manual,24760
3596,Vauxhall,Corsa,2019,14495,Petrol,74,Manual,10770
3597,Mini,Clubman,2019,5898,Petrol,189,Automatic,26990
3598,Mini,5,2021,1651,Petrol,134,Manual,25290
3599,Vauxhall,Astra,2017,42835,Petrol,148,Manual,10490
3600,Mercedes-Benz,GLA,2014,69602,Diesel,168,Automatic,17490
3601,Land,Rover,2019,23609,Diesel,178,Automatic,45150
3602,Vauxhall,Crossland,2020,9091,Petrol,82,Manual,15390
3603,Mercedes-Benz,SL-Class,2019,8517,Petrol,449,Automatic,61995
3604,Ford,Focus,2018,22515,Petrol,123,Automatic,18990
3605,MINI,Mini,2017,17733,Petrol,134,Manual,15490
3606,Ford,Fiesta,2017,29718,Petrol,180,Manual,14490
3607,Honda,CR-V,2013,54674,Diesel,148,Automatic,11450
3608,Volkswagen,T-roc,2019,13645,Petrol,148,Semi Automatic,24950
3609,Bentley,Continental,2015,30521,Petrol,521,Automatic,70900
3610,Bentley,Continental,2016,41191,Petrol,521,Automatic,84995
3611,Mercedes-Benz,GLC-Class,2019,12395,Petrol,362,Automatic,49995
3612,Kia,Stonic,2019,8522,Petrol,118,Manual,16040
3613,Kia,Sportage,2019,11300,Petrol,130,Manual,18070
3614,Kia,Sportage,2017,18855,Petrol,174,Manual,19590
3615,Dacia,Sandero,2019,15500,Petrol,72,Manual,8080
3616,Renault,Captur,2018,12001,Petrol,90,Manual,13110
3617,Hyundai,Tucson,2018,31373,Diesel,114,Manual,18950
3618,Mercedes-Benz,A,2019,11000,Petrol,161,Manual,26510
3619,Audi,A3,2018,24085,Petrol,187,Manual,21670
3620,Peugeot,3008,2020,5528,Petrol,129,Manual,24910
3621,Dacia,Sandero,2013,56986,Petrol,90,Manual,5030
3622,Audi,A3,2015,25418,Diesel,148,Manual,16820
3623,Mazda,CX-3,2018,9967,Petrol,119,Automatic,19470
3624,SEAT,Arona,2020,9513,Petrol,114,Manual,18990
3625,Vauxhall,Crossland,2020,22573,Petrol,108,Manual,15020
3626,Vauxhall,Corsa,2020,13962,Petrol,99,Manual,14040
3627,Vauxhall,Corsa,2020,8266,Petrol,99,Manual,14510
3628,Vauxhall,Corsa,2021,4139,Petrol,74,Manual,15710
3629,Vauxhall,Corsa,2020,10633,Petrol,74,Manual,13250
3630,Vauxhall,Corsa,2020,15515,Petrol,99,Manual,13830
3631,Vauxhall,Grandland,2019,16146,Petrol,128,Manual,18610
3632,Volvo,S90,2017,29800,Diesel,188,Automatic,23440
3633,Volkswagen,Golf,2018,33870,Diesel,182,Manual,20540
3634,Hyundai,Tucson,2017,34818,Diesel,139,Automatic,18280
3635,Peugeot,2008,2021,2484,Petrol,129,Automatic,23990
3636,Audi,A3,2017,23314,Petrol,148,Automatic,23970
3637,Audi,S3,2017,30683,Petrol,306,Automatic,31970
3638,BMW,3,2013,34065,Petrol,414,Automatic,30000
3639,Audi,TT,2011,90000,Petrol,200,Manual,8495
3640,Toyota,C-HR,2017,34000,Petrol,114,Manual,16995
3641,Audi,Q5,2010,113000,Diesel,168,Automatic,9495
3642,Mercedes-Benz,GLA-Class,2018,29999,Petrol,154,Automatic,25995
3643,Jaguar,F-PACE,2019,16129,Petrol,296,Automatic,47995
3644,Ford,Fiesta,2021,1185,Petrol,153,Manual,22000
3645,Hyundai,Tucson,2018,39876,Petrol,130,Manual,17500
3646,Audi,S4,2013,33499,Petrol,329,Automatic,21500
3647,Peugeot,108,2018,7293,Petrol,82,Manual,10300
3648,MINI,Mini,2015,21992,Petrol,215,Automatic,19950
3649,Mercedes-Benz,A-Class,2019,20997,Petrol,188,Automatic,27400
3650,Renault,Kadjar,2017,14729,Petrol,130,Manual,15250
3651,Kia,Sportage,2018,58146,Petrol,130,Manual,15200
3652,Ford,Fiesta,2018,21637,Petrol,99,Manual,12200
3653,Renault,Captur,2018,45764,Petrol,88,Manual,12000
3654,Peugeot,5008,2020,2000,Petrol,130,Manual,29650
3655,Seat,Leon,2016,49397,Petrol,286,Manual,16650
3656,Mitsubishi,Eclipse,2021,1205,Petrol,161,Manual,23450
3657,Honda,CR-V,2015,57004,Petrol,153,Manual,16500
3658,Land,Rover,2021,3535,Petrol,567,Automatic,106995
3659,Ford,Ka,2014,44255,Petrol,68,Manual,4000
3660,Abarth,595,2016,12500,Petrol,162,Manual,13300
3661,Renault,Captur,2018,38938,Petrol,88,Manual,12500
3662,Vauxhall,Astra,2018,39542,Petrol,99,Manual,11700
3663,Vauxhall,Grandland,2019,12797,Petrol,128,Manual,17500
3664,Seat,Ibiza,2021,1947,Petrol,94,Manual,17250
3665,BMW,4,2019,7908,Petrol,444,Automatic,48990
3666,MINI,Mini,2019,6549,Petrol,189,Automatic,28500
3667,MINI,Mini,2016,39261,Petrol,134,Automatic,17000
3668,Ford,Fiesta,2015,65500,Petrol,80,Manual,6795
3669,Porsche,Cayman,2015,23894,Petrol,275,Automatic,40900
3670,Porsche,911,2010,35700,Petrol,530,Automatic,87900
3671,Vauxhall,ADAM,2018,14360,Petrol,69,Manual,9299
3672,MERCEDES-BENZ,CL,2007,128000,Petrol,382,Automatic,8495
3673,Nissan,Qashqai,2018,30626,Petrol,113,Manual,18013
3674,Nissan,Qashqai,2018,26247,Petrol,113,Manual,18357
3675,Nissan,Qashqai,2018,27954,Petrol,113,Manual,17819
3676,Nissan,Juke,2014,37923,Petrol,117,Automatic,11337
3677,Toyota,Yaris,2016,23462,Petrol,99,Manual,10714
3678,Nissan,Qashqai,2018,15858,Petrol,113,Manual,19194
3679,Peugeot,3008,2018,25864,Petrol,129,Manual,19999
3680,Lexus,RC,2018,15926,Hybrid,220,Automatic,29999
3681,MERCEDES-BENZ,GLA,2020,23373,Petrol,121,Automatic,27350
3682,MERCEDES-BENZ,GLC,2019,19751,Diesel,168,Automatic,34000
3683,BMW,2,2019,17000,Diesel,148,Manual,24000
3684,BMW,3,2020,10667,Hybrid,288,Automatic,34750
3685,BMW,1,2017,31932,Diesel,114,Manual,17250
3686,BMW,6,2016,31057,Diesel,308,Automatic,25500
3687,BMW,1,2017,41688,Petrol,134,Manual,15000
3688,Suzuki,Vitara,2016,29266,Petrol,118,Manual,10999
3689,Morgan,4/4,2019,1700,Petrol,110,Manual,46995
3690,Audi,S3,2016,20000,Petrol,306,Manual,23995
3691,Volkswagen,Golf,2013,77000,Petrol,120,Manual,7995
3692,Vauxhall,Crossland,2019,5774,Petrol,82,Manual,14950
3693,PORSCHE,TAYCAN,2021,104,Electric,469,Automatic,108000
3694,Suzuki,Vitara,2015,50000,Petrol,118,Manual,10695
3695,Kia,Sportage,2018,17000,Petrol,174,Manual,22195
3696,Suzuki,Swift,2018,43798,Hybrid,110,Manual,10351
3697,Seat,Ibiza,2017,23370,Petrol,94,Manual,12809
3698,Nissan,Qashqai,2018,15845,Petrol,113,Manual,18589
3699,Nissan,Qashqai,2018,23086,Petrol,113,Manual,18140
3700,BMW,3,2021,12447,Hybrid,288,Automatic,36000
3701,Hyundai,Kona,2019,13056,Petrol,118,Manual,16499
3702,Honda,Jazz,2012,21955,Petrol,99,Manual,6999
3703,BMW,3,2007,29500,Petrol,338,Manual,34995
3704,Mercedes-Benz,E,2019,9632,Petrol,563,Automatic,61480
3705,1989,PORSCHE,1989,106000,Petrol,217,Manual,54950
3706,BMW,1,2015,65600,Petrol,322,Automatic,17989
3707,Mercedes-Benz,GLA,2018,17699,Petrol,154,Manual,24480
3708,Mercedes-Benz,E,2017,20500,Diesel,191,Automatic,32480
3709,Honda,CR-V,2016,49474,Diesel,158,Automatic,19120
3710,Honda,Civic,2019,17264,Petrol,315,Manual,33250
3711,Honda,Civic,2018,6942,Petrol,315,Manual,33250
3712,Hyundai,Tucson,2019,13957,Petrol,174,Manual,19920
3713,Mercedes-Benz,Eqv,2021,5766,Electric,402,Automatic,72490
3714,Mercedes-Benz,Gle,2018,48123,Diesel,255,Automatic,35480
3715,Mercedes-Benz,C,2018,30849,Diesel,201,Automatic,25380
3716,Volvo,XC40,2020,2377,Hybrid,194,Automatic,38968
3717,2017,MINI,2017,10325,Petrol,228,Manual,25295
3718,Ford,Fiesta,2015,36420,Petrol,99,Manual,6995
3719,Citroen,C3,2009,94013,Petrol,120,Manual,3295
3720,Smart,fortwo,2007,83757,Petrol,70,Automatic,2795
3721,Nissan,Qashqai,2012,87345,Petrol,140,Manual,7495
3722,Volkswagen,Scirocco,2013,72375,Petrol,160,Manual,8295
3723,Audi,A1,2011,50457,Petrol,122,Manual,8995
3724,VOLKSWAGEN,TRANSPORTER,2017,19778,Diesel,201,Semi Automatic,59995
3725,Porsche,964,1990,87000,Petrol,250,Manual,119995
3726,VOLKSWAGEN,SCIROCCO,2016,32316,Diesel,150,Manual,15000
3727,LAND,ROVER,2016,59551,Diesel,178,Automatic,26000
3728,Ford,EcoSport,2020,8054,Petrol,138,Manual,18750
3729,Ford,Fiesta,2019,12364,Petrol,99,Manual,14299
3730,Land,Rover,2003,122000,Petrol,282,Automatic,5995
3731,Ford,Transit,2014,249000,Diesel,123,Manual,6995
3732,Volkswagen,Touareg,2008,97000,Diesel,221,Automatic,8995
3733,Nissan,Juke,2012,67000,Petrol,190,Automatic,8995
3734,Land,Rover,2010,89000,Diesel,245,Automatic,15995
3735,Peugeot,3008,2018,18491,Petrol,130,Manual,20995
3736,Peugeot,308,2019,4269,Petrol,129,Manual,17395
3737,Peugeot,308,2020,8873,Petrol,129,Manual,18209
3738,Peugeot,3008,2019,12568,Petrol,129,Automatic,26250
3739,Peugeot,3008,2018,23455,Petrol,130,Automatic,22249
3740,Volkswagen,Golf,2019,13335,Diesel,148,Automatic,20995
3741,Volkswagen,Passat,2019,15379,Diesel,187,Automatic,28990
3742,Volkswagen,T-Roc,2021,14985,Petrol,148,Manual,28990
3743,Volkswagen,Polo,2019,17831,Petrol,94,Automatic,16990
3744,Volvo,S90,2021,13981,Hybrid,384,Automatic,39000
3745,MINI,Mini,2019,34878,Petrol,189,Automatic,22500
3746,MINI,Mini,2019,26862,Petrol,134,Automatic,21995
3747,Honda,HR-V,2019,14100,Petrol,129,Automatic,22700
3748,Ford,Focus,2018,25362,Petrol,247,Manual,19975
3749,Ford,Focus,2018,40687,Petrol,123,Automatic,13200
3750,Volkswagen,Polo,2019,16778,Petrol,113,Manual,17200
3751,MERCEDES-BENZ,C,2020,9428,Petrol,503,Automatic,66000
3752,BMW,1,2019,39347,Petrol,134,Manual,19000
3753,MERCEDES-BENZ,A,2018,18112,Petrol,161,Automatic,27500
3754,MERCEDES-BENZ,A,2017,70302,Diesel,134,Automatic,18500
3755,MERCEDES-BENZ,CLA,2017,51823,Diesel,134,Automatic,21850
3756,Ford,Fiesta,2018,22256,Petrol,99,Manual,14499
3757,BENTLEY,CONTINENTAL,2021,1000,Petrol,542,Automatic,222000
3758,Porsche,Boxster,2019,450,Petrol,414,Manual,96995
3759,BMW,2,2019,40000,Petrol,335,Automatic,27495
3760,VOLVO,XC60,2018,31000,Diesel,231,Manual,33995
3761,Mazda,MX-30,2021,2800,Electric,143,Automatic,29500
3762,Audi,A1,2017,42267,Petrol,228,Manual,18695
3763,Ford,Mustang,2015,20700,Petrol,410,Manual,33400
3764,Audi,A1,2018,24893,Petrol,123,Manual,18695
3765,BMW,7,2020,1402,Petrol,577,Automatic,96000
3766,BMW,3,2017,37999,Diesel,308,Automatic,30000
3767,BMW,4,2013,63210,Petrol,302,Automatic,18500
3768,AUDI,Q5,2020,10000,Hybrid,362,Automatic,50000
3769,AUDI,Q2,2017,43120,Diesel,114,Automatic,22000
3770,AUDI,A6,2018,22293,Diesel,201,Automatic,30000
