make,model,year,milage,fuel,horsepower,transmission,price
Vauxhall,Corsa,2021,3894,Petrol,74,Manual,15950
Vauxhall,Grandland,2020,6164,Petrol,128,Automatic,23500
Citroen,C3,2018,22085,Petrol,82,Manual,12000
Vauxhall,Grandland,2020,14164,Diesel,128,Manual,18990
Audi,Q5,2014,55110,Diesel,148,Manual,16900
Toyota,Yaris,2020,15935,Petrol,110,Manual,14980
Ford,Ecosport,2019,10520,Petrol,123,Manual,17830
Audi,A6,2019,14956,Diesel,201,Automatic,29980
Toyota,Aygo,2015,55960,Petrol,69,Manual,6680
Citroen,C1,2018,11655,Petrol,71,Manual,8200
Bmw,X5,2019,14111,Diesel,261,Automatic,56450
Bmw,X5,2016,27126,Petrol,567,Automatic,48950
Mazda,2,2019,15221,Petrol,89,Automatic,15160
BMW,2,2017,24224,Diesel,188,Automatic,20150
Citroen,C1,2018,9962,Petrol,71,Manual,8730
Citroen,C3,2019,4840,Petrol,109,Manual,16260
Mini,Convertible,2019,4218,Petrol,189,Manual,21229
A,Stunning,2004,30746,Petrol,260,Manual,16495
Toyota,Aygo,2018,12564,Petrol,69,Manual,8970
Mitsubishi,Eclipse,2018,39358,Petrol,161,Automatic,16750
Vauxhall,Insignia,2017,13041,Petrol,163,Manual,14830
SEAT,Ibiza,2019,9840,Petrol,94,Manual,14110
Vauxhall,Mokka,2019,5366,Petrol,138,Manual,16100
Mercedes-Benz,A,2018,35497,Diesel,134,Automatic,18960
Dacia,Sandero,2019,12737,Petrol,72,Manual,7950
BMW,4,2016,65998,Diesel,308,Automatic,21430
Ford,Kuga,2017,44778,Diesel,148,Manual,17990
Mercedes-Benz,A,2019,12000,Diesel,114,Automatic,27260
Ferrari,348,1994,26021,Petrol,296,Manual,53850
Lamborghini,Murcielago,2007,197,Petrol,631,Automatic,248850
Nissan,Qashqai,2018,11694,Petrol,140,Manual,21965
Ford,Kuga,2020,3430,Diesel,118,Manual,26320
BMW,2,2018,22976,Petrol,138,Manual,18920
Ford,Kuga,2018,27680,Diesel,118,Automatic,20330
Ford,Fiesta,2019,25835,Petrol,99,Manual,14080
Audi,Tt,2019,17813,Petrol,194,Automatic,28450
Audi,A3,2017,30306,Petrol,148,Automatic,22450
Audi,A3,2017,43482,Diesel,182,Automatic,23900
Audi,A6,2019,49777,Diesel,201,Automatic,29900
Audi,A3,2017,18722,Petrol,306,Automatic,25620
Porsche,Cayman,2015,41120,Petrol,340,Automatic,47270
Vauxhall,Corsa,2018,19736,Petrol,74,Manual,9110
Mercedes-Benz,E,2020,6475,Diesel,241,Automatic,40940
Volkswagen,Tiguan,2020,15357,Petrol,148,Automatic,32700
BMW,1,2018,20860,Petrol,335,Automatic,25090
Ford,Fiesta,2018,15085,Petrol,84,Manual,10620
Mercedes-Benz,C,2019,19389,Petrol,385,Automatic,44260
Vauxhall,Mokka,2019,9919,Petrol,138,Manual,15740
BMW,2,2016,50082,Petrol,335,Automatic,21530
Mercedes-Benz,GLA,2018,17284,Petrol,154,Manual,22590
Ford,Focus,2019,8455,Petrol,276,Manual,28490
Mercedes-Benz,A,2017,17500,Diesel,107,Automatic,20580
Vauxhall,Mokka,2019,7652,Petrol,138,Manual,15770
Mercedes-Benz,E,2017,29388,Diesel,191,Automatic,26940
Vauxhall,Mokka,2018,55485,Petrol,138,Manual,11060
Volkswagen,Golf,2019,24717,Petrol,241,Automatic,27800
Kia,Sportage,2018,25976,Diesel,114,Manual,19380
Nissan,Qashqai,2018,30615,Diesel,108,Manual,16710
Renault,Captur,2019,12789,Petrol,88,Manual,13800
Vauxhall,Crossland,2019,15883,Petrol,82,Manual,12810
Vauxhall,Corsa,2020,13764,Petrol,74,Manual,12600
Vauxhall,Corsa,2020,6139,Petrol,99,Manual,15650
Nissan,Qashqai,2019,8646,Petrol,140,Manual,18827
Nissan,Micra,2021,3000,Petrol,91,Manual,15699
Hyundai,i10,2021,2000,Petrol,99,Manual,14987
Hyundai,Tucson,2017,17525,Petrol,130,Manual,14888
Abarth,595,2018,9091,Petrol,144,Manual,12999
Vauxhall,Astra,2016,47481,Petrol,104,Manual,9000
Caterham,Roadsport,2004,32745,Petrol,185,Manual,21495
*,NOW,2016,3511,Petrol,80,Manual,15995
Caterham,Classic,1998,29566,Petrol,120,Manual,13495
Audi,A1,2019,6456,Petrol,114,Automatic,23990
Audi,A3,2017,32954,Petrol,306,Automatic,29990
Audi,A7,2021,1656,Diesel,201,Automatic,41990
MINI,Hatch,2019,9619,Petrol,134,Automatic,19495
Nissan,Qashqai,2018,13753,Petrol,113,Manual,19995
Skoda,SUPERB,2016,32976,Petrol,276,Automatic,21580
Audi,A3,2017,27836,Petrol,306,Automatic,25880
Volkswagen,Passat,2017,28500,Diesel,187,Automatic,22480
Kia,Sportage,2018,19764,Petrol,174,Manual,22995
Kia,Optima,2017,23257,Diesel,139,Manual,14995
BMW,3,2019,10903,Petrol,181,Automatic,29495
Land,Rover,2018,35405,Diesel,237,Automatic,49500
Audi,Q2,2017,20349,Diesel,148,SemiAutomatic,23995
Mercedes-Benz,A-Class,2016,34400,Petrol,121,Automatic,18680
Volkswagen,T-Roc,2018,20055,Petrol,113,Manual,20682
Mercedes-Benz,C-Class,2019,23500,Petrol,181,Automatic,29499
Mercedes-Benz,CLA,2018,26000,Petrol,121,Manual,22699
Skoda,Superb,2021,9520,Hybrid,215,Automatic,34395
Skoda,Scala,2021,1120,Petrol,109,Automatic,21295
Aston,Martin,2019,20349,Petrol,503,Automatic,106990
Vauxhall,Corsa,2020,13023,Petrol,99,Manual,14299
Vauxhall,Corsa,2018,15500,Petrol,99,Manual,9999
Vauxhall,Viva,2018,8800,Petrol,72,Manual,8599
Vauxhall,Mokka,2018,35000,Petrol,138,Manual,13599
Vauxhall,ADAM,2019,15000,Petrol,69,Manual,9699
Vauxhall,Corsa,2018,18933,Petrol,89,Manual,9699
Audi,Q2,2019,15005,Petrol,148,Manual,22899
Audi,Q2,2017,17312,Petrol,148,Automatic,22899
Suzuki,Swift,2018,43215,Petrol,111,Manual,8604
Seat,Ibiza,2019,5000,Petrol,79,Manual,16645
Seat,Ateca,2019,36499,Petrol,148,Manual,19426
Vauxhall,Corsa,2019,27500,Petrol,74,Manual,10599
Land,Rover,2019,14713,Diesel,271,Automatic,71990
Land,Rover,2021,5897,Petrol,567,Automatic,102990
Ford,Focus,2009,61000,Petrol,300,Manual,29000
Ford,Focus,2010,57000,Petrol,300,Manual,27500
Ford,Mustang,2018,4300,Petrol,410,Manual,40995
Volkswagen,Golf,2019,17200,Petrol,241,Automatic,28750
Audi,A4,2018,46993,Petrol,349,Automatic,32430
BMW,4,2021,7680,Petrol,181,Automatic,42995
BMW,5,2018,13897,Diesel,188,Automatic,28795
BMW,4,2020,4658,Petrol,181,Automatic,42995
Jaguar,X-TYPE,2003,68000,Petrol,194,Manual,2495
Austin,Mini,1999,62000,Petrol,62,Manual,15000
Mercedes-Benz,E-Class,1996,117000,Petrol,150,Automatic,8995
BMW,3,2001,47000,Petrol,338,Manual,22000
Fiat,500,2014,41000,Petrol,69,Manual,3500
Porsche,911,1972,41000,Petrol,231,Manual,49995
Vauxhall,Corsa,2009,16000,Petrol,90,Automatic,4995
Porsche,Boxster,2011,70200,Petrol,255,Manual,19995
Honda,Jazz,2020,8148,Hybrid,107,Automatic,19495
Honda,CR-V,2021,2432,Hybrid,144,Automatic,34995
Toyota,RAV-4,2019,21466,Hybrid,215,CVT,32990
Suzuki,Ignis,2019,21439,Petrol,88,Automatic,13495
Vauxhall,Corsa,2018,32580,Petrol,74,Manual,7200
Land,Rover,2020,6946,Diesel,178,Automatic,41990
Seat,Ateca,2018,24120,Petrol,188,Automatic,22999
Renault,Twingo,2016,46069,Petrol,70,Manual,6499
BMW,3,2018,44069,Hybrid,248,Automatic,20999
Audi,A4,2018,16750,Petrol,148,Automatic,19299
BMW,5,2019,44380,Petrol,181,Automatic,26399
Toyota,GT86,2018,12403,Petrol,197,Manual,22399
Honda,Civic,2017,42160,Petrol,180,Manual,16699
Volkswagen,Golf,2018,18924,Petrol,121,Manual,16599
Renault,Captur,2018,42269,Petrol,88,Manual,11999
Vauxhall,Mokka,2017,46520,Petrol,138,Automatic,13999
Audi,Q3,2019,7853,Petrol,148,Manual,28599
Nissan,Qashqai,2015,41480,Petrol,113,Manual,12399
Bmw,1,2019,27393,Petrol,134,Automatic,23990
Bmw,1,2017,26431,Petrol,335,Automatic,27990
Bmw,3,2018,20476,Petrol,181,Automatic,28990
Bmw,2,2019,10795,Petrol,405,Automatic,45490
Bmw,5,2019,8924,Petrol,181,Automatic,34950
Bmw,6,2019,15940,Petrol,248,Automatic,33990
Citroen,C3,2018,30000,Petrol,128,Manual,12995
Audi,A6,2019,24943,Diesel,201,Automatic,30490
Audi,E,2020,4940,Electric,496,Automatic,83450
Audi,Q7,2018,21451,Diesel,282,Automatic,63950
Audi,E,2021,5066,Electric,402,Automatic,61450
MITSUBISHI,ASX,2017,27657,Diesel,147,Automatic,15750
Suzuki,S-Cross,2018,40690,Petrol,111,Manual,10999
BMW,1,2019,33954,Petrol,134,Automatic,21000
BMW,i3,2021,2980,Electric,168,Automatic,31000
BMW,2,2020,5902,Diesel,187,Automatic,34590
BMW,1,2020,2110,Diesel,114,Automatic,29590
Ford,EcoSport,2019,7119,Petrol,123,Manual,17000
Audi,A1,2019,9500,Petrol,148,Manual,21250
Audi,Q5,2017,24584,Diesel,188,Automatic,28888
Audi,Q5,2017,22909,Diesel,188,Automatic,32500
Suzuki,Vitara,2017,26657,Petrol,118,Manual,14250
Ford,Focus,2020,13833,Diesel,118,Manual,19900
Ford,Puma,2020,12146,Petrol,123,Manual,22500
Ford,EcoSport,2019,16946,Petrol,123,Manual,16300
Jaguar,F-pace,2019,15800,Diesel,178,Automatic,42000
BMW,4,2021,3612,Petrol,181,Automatic,44790
BMW,4,2021,4712,Petrol,369,Automatic,55890
BMW,1,2014,71669,Diesel,141,Manual,9000
Kia,Sportage,2018,28580,Diesel,134,Manual,18000
Mercedes-Benz,C,2014,63446,Diesel,204,Automatic,18000
Volkswagen,Golf,2018,30406,Petrol,128,Automatic,16240
BMW,2,2015,29408,Petrol,189,Automatic,17950
BMW,8,2021,4736,Petrol,523,Automatic,87950
BMW,8,2019,25004,Petrol,523,Automatic,63950
BMW,8,2019,13512,Petrol,617,Automatic,96950
Peugeot,108,2018,37545,Petrol,68,Manual,7295
Nissan,Qashqai,2018,8438,Petrol,140,Manual,19495
Land,rover,2019,24008,Diesel,178,Automatic,37750
Land,rover,2018,21086,Diesel,178,Automatic,35900
Land,rover,2018,19841,Diesel,255,Automatic,51290
Land,rover,2019,15005,Diesel,302,Automatic,62590
Land,rover,2020,10478,Petrol,246,Automatic,55495
Land,rover,2017,48163,Diesel,237,Automatic,45495
Jaguar,XKR,2007,85000,Petrol,420,Automatic,18999
Jaguar,XKR,2012,69000,Petrol,510,Automatic,27999
Ford,Ka+,2018,19956,Petrol,69,Manual,11499
Ford,Fiesta,2020,12412,Petrol,94,Manual,16999
Jaguar,F,2019,7183,Petrol,296,Automatic,51250
Jaguar,F,2020,7366,Diesel,178,Automatic,46900
Land,Rover,2015,50890,Diesel,190,Automatic,23989
Land,Rover,2018,34060,Diesel,237,Automatic,47989
Land,Rover,2018,20420,Diesel,178,Automatic,48989
Mercedes-Benz,GLC,2019,7614,Petrol,208,Automatic,40930
Mercedes-Benz,A,2018,15800,Petrol,134,Manual,24630
Mercedes-Benz,A,2019,5985,Petrol,134,Manual,24930
Land,Rover,2017,51220,Diesel,306,Automatic,46350
Land,Rover,2018,29640,Diesel,237,Automatic,48950
Land,Rover,2017,25631,Diesel,306,Automatic,54450
Land,Rover,2018,16286,Diesel,567,Automatic,71850
Mercedes-Benz,GLC,2021,4981,Petrol,385,Automatic,59990
Mercedes-Benz,GLC,2016,32990,Diesel,201,Automatic,33990
Jaguar,F-TYPE,2016,5445,Petrol,375,Automatic,48222
Jaguar,F-TYPE,2018,15700,Petrol,567,Automatic,79777
Mercedes-Benz,GLC,2021,22,Petrol,385,Automatic,62505
Jaguar,F-pace,2020,12505,Diesel,178,Automatic,44950
Audi,A4,2019,23446,Diesel,188,Automatic,27990
BMW,2,2017,30366,Diesel,148,Manual,19995
Land,Rover,2015,64300,Diesel,255,Automatic,43950
Land,Rover,2015,48000,Diesel,339,Automatic,42950
Porsche,Cayenne,2011,51888,Hybrid,373,Automatic,29950
BMW,4,2018,35682,Petrol,248,Automatic,23975
Toyota,Yaris,2012,18584,Petrol,98,Manual,7450
2017,67,2017,54224,Petrol,189,Manual,17495
Vauxhall,Corsa,2012,95000,Diesel,74,Manual,3291
ASTON,MARTIN,2021,1776,Petrol,503,Automatic,130000
Mercedes-Benz,A,2019,16426,Petrol,302,Automatic,35375
Ford,Focus,2019,13247,Petrol,123,Manual,18890
Peugeot,108,2015,45654,Petrol,68,Manual,5390
Volkswagen,Tiguan,2014,43102,Diesel,138,Manual,15000
Land,Rover,2020,6583,Petrol,296,Automatic,61300
Land,Rover,2020,12666,Diesel,178,Automatic,50480
Land,Rover,2016,79068,Petrol,543,Automatic,59980
Land,Rover,2018,36773,Diesel,302,Automatic,56000
Vauxhall,Corsa,2016,28000,Petrol,74,Manual,8650
Seat,Leon,2018,27000,Petrol,129,Manual,15050
Volkswagen,Tiguan,2019,25890,Diesel,187,Automatic,32566
Land,Rover,2019,13063,Diesel,178,Automatic,38989
Land,Rover,2018,27054,Diesel,178,Automatic,33746
Land,Rover,2016,67649,Diesel,339,Automatic,41784
Land,Rover,2016,39600,Diesel,178,Manual,25497
Land,Rover,2019,13717,Diesel,237,Automatic,43257
Land,Rover,2018,39823,Diesel,306,Automatic,64812
Mazda,6,2017,41335,Diesel,173,Automatic,14890
Audi,A3,2015,58720,Petrol,178,Automatic,17795
Peugeot,108,2019,6163,Petrol,71,Automatic,11700
Hyundai,Tucson,2019,17325,Petrol,174,Manual,19530
Nissan,X-Trail,2017,27581,Petrol,163,Manual,19450
Nissan,Qashqai,2019,18111,Petrol,140,Manual,21650
Vauxhall,Corsa,2019,16061,Petrol,74,Manual,9816
Vauxhall,Corsa,2017,21107,Petrol,74,Manual,9406
Audi,A4,2021,1000,Diesel,161,Automatic,37000
Audi,A4,2021,1000,Diesel,161,Automatic,36000
Audi,A3,2021,1000,Petrol,148,Manual,37800
Audi,A3,2021,1000,Petrol,148,Automatic,33500
Audi,A3,2021,1000,Petrol,148,Automatic,33500
Audi,A3,2021,1000,Petrol,109,Automatic,28700
Audi,Q7,2021,1000,Diesel,228,Automatic,67250
Audi,Q5,2018,18303,Diesel,188,Automatic,34900
BMW,4,2021,4238,Diesel,187,Automatic,39000
Audi,SQ5,2018,17750,Petrol,349,Automatic,45199
Audi,TTS,2016,27514,Petrol,306,Automatic,28599
Audi,TT,2015,23584,Petrol,227,Manual,18699
Volkswagen,T-roc,2020,8900,Petrol,113,Manual,24495
Mazda,CX-5,2021,3,Petrol,162,Manual,27490
Mazda,Mazda5,2008,80751,Petrol,115,Manual,2995
Audi,A3,2019,13656,Petrol,148,Manual,24990
Audi,A5,2017,47950,Diesel,188,Automatic,23990
Audi,A5,2017,18955,Diesel,188,Automatic,24990
Audi,Q3,2017,29958,Diesel,182,Automatic,26490
Audi,A4,2017,38223,Petrol,148,Manual,19767
Audi,A5,2018,43403,Diesel,188,Automatic,23990
Audi,Q5,2019,24000,Diesel,188,Automatic,34990
Audi,A5,2021,3560,Diesel,161,Automatic,45950
Audi,A6,2020,17000,Diesel,201,Automatic,32250
Audi,A1,2018,42000,Petrol,93,Manual,15990
Audi,A5,2021,12,Diesel,201,Automatic,39990
Audi,A1,2018,19500,Petrol,123,Manual,15690
Land,Rover,2018,12088,Petrol,237,Automatic,38991
Maserati,Granturismo,2018,4071,Petrol,460,Automatic,72499
Aston,Martin,2019,940,Petrol,595,Automatic,549850
Skoda,Fabia,2019,23716,Petrol,109,Manual,11990
Mercedes-Benz,C,2013,68000,Petrol,457,Automatic,26000
Audi,S5,2007,36000,Petrol,354,Manual,13000
BMW,X5,2010,134000,Diesel,232,Automatic,9000
Kia,Sportage,2017,26012,Diesel,114,Manual,18500
Audi,Q5,2021,6952,Diesel,337,Automatic,61850
Audi,Q3,2018,29563,Petrol,148,Automatic,25940
Audi,Q7,2019,17645,Diesel,282,Automatic,57980
Audi,Q3,2019,13623,Petrol,148,Manual,28580
Jaguar,XE,2017,49456,Diesel,177,Automatic,18347
Ford,Focus,2019,17664,Petrol,180,Automatic,23699
Hyundai,i20,2019,12817,Petrol,83,Manual,13890
Hyundai,IONIQ,2021,1617,Hybrid,140,Manual,25490
Hyundai,Kona,2018,11367,Petrol,118,Manual,14890
Hyundai,Kona,2021,834,Hybrid,118,Manual,21890
Ford,Kuga,2018,15729,Petrol,148,Manual,18999
Ford,Puma,2021,698,Petrol,153,Manual,27999
Ford,Puma,2021,5074,Petrol,123,Manual,27799
Ford,Puma,2021,3197,Petrol,123,Manual,26499
Ford,Puma,2020,30318,Petrol,153,Manual,22499
Ford,Kuga,2020,14361,Petrol,148,Manual,28499
Ford,Fiesta,2020,4060,Petrol,123,Manual,18799
Volvo,V40,2018,20448,Petrol,120,Manual,15119
Ford,Mustang,2017,22713,Petrol,410,Automatic,36499
Ford,Focus,2018,15680,Petrol,138,Manual,14499
Ford,C-MAX,2018,16367,Petrol,123,Manual,17699
Vauxhall,Mokka,2018,11313,Petrol,138,Manual,16299
Mazda,CX-3,2019,7643,Petrol,119,Automatic,20699
Hyundai,IONIQ,2019,6229,Hybrid,140,Manual,22950
Ford,Kuga,2018,2148,Petrol,148,Manual,21399
Kia,Picanto,2018,18075,Petrol,83,Automatic,12699
Audi,A3,2021,6797,Petrol,306,Automatic,40950
Skoda,Octavia,2016,29680,Petrol,217,Manual,18999
Peugeot,2008,2018,26880,Petrol,82,Manual,12599
Ford,Focus,2020,2965,Petrol,123,Automatic,25299
Volkswagen,Golf,2018,45972,Petrol,128,Manual,14999
Nissan,Qashqai,2019,21007,Petrol,140,Manual,17499
Ford,Galaxy,2017,28600,Petrol,158,Manual,22499
Audi,A1,2015,41170,Petrol,93,Manual,10499
Dacia,Sandero,2020,11550,Petrol,90,Manual,11899
Mazda,Mazda2,2018,47870,Petrol,89,Manual,10799
Mercedes-Benz,C-Class,2017,39810,Hybrid,275,Automatic,20999
MINI,Mini,2015,52655,Petrol,228,Manual,16199
Mazda,Mazda6,2019,16650,Petrol,144,Manual,20299
Mazda,Mazda3,2015,42382,Petrol,118,Manual,9699
Dacia,Duster,2019,15814,Petrol,115,Manual,14499
Vauxhall,Crossland,2018,34489,Petrol,80,Manual,13199
MINI,Mini,2015,56979,Petrol,189,Manual,17999
Mercedes-Benz,A-Class,2019,15836,Petrol,134,Manual,21899
Mercedes-Benz,C-Class,2019,7468,Petrol,255,Automatic,33999
Honda,Civic,2020,4371,Petrol,180,Manual,22995
Peugeot,3008,2018,17414,Diesel,180,Automatic,27795
Peugeot,208,2020,6119,Electric,134,Automatic,25495
Peugeot,2008,2019,31064,Petrol,82,Manual,13995
SEAT,Ibiza,2019,21251,Petrol,79,Manual,11590
SEAT,Ibiza,2018,28355,Petrol,94,Manual,13490
2013,13,2013,57000,Petrol,120,Manual,6990
2012,62,2012,127000,Diesel,114,Manual,4290
Audi,Q7,2014,28432,Diesel,242,Automatic,28200
Mercedes-Benz,E,2017,20899,Diesel,255,Automatic,25300
Audi,Q2,2018,15300,Petrol,114,Manual,19900
Renault,Clio,2014,44499,Petrol,75,Manual,6495
Vauxhall,Corsa,2015,72349,Petrol,83,Manual,4995
Volkswagen,Arteon,2021,1510,Petrol,188,Automatic,34995
Volkswagen,Golf,2021,1244,Petrol,128,Manual,23250
Volkswagen,Golf,2021,3786,Petrol,148,Automatic,26995
Volkswagen,Polo,2018,32103,Petrol,64,Manual,13388
Volkswagen,T,2018,59000,Petrol,113,Manual,18488
Volkswagen,Passat,2020,6100,Diesel,118,Automatic,21295
Mercedes-Benz,M,2010,85000,Diesel,204,Automatic,12980
Hyundai,Tucson,2017,30464,Diesel,182,Automatic,18499
Nissan,Qashqai,2017,34489,Petrol,113,Manual,13960
BMW,5,2019,17175,Petrol,181,Automatic,25945
Audi,A6,2020,3667,Diesel,201,Automatic,38865
2012,12,2012,52091,Petrol,400,SemiAutomatic,54500
2014,PORSCHE,2014,34000,Petrol,475,SemiAutomatic,94500
2012,12,2012,37180,Petrol,350,SemiAutomatic,53450
Volkswagen,Golf,2012,58849,Petrol,234,Manual,15275
Toyota,Yaris,2019,18252,Hybrid,99,Automatic,15878
Renault,Koleos,2018,32969,Diesel,177,Automatic,21700
Porsche,911,2014,17900,Petrol,475,Automatic,107950
Mitsubishi,L200,2017,38506,Diesel,178,Manual,20394
Mitsubishi,L200,2018,38889,Diesel,178,Automatic,25194
Renault,Clio,2013,80007,Petrol,75,Manual,5489
Abarth,595,2016,18000,Petrol,177,Automatic,14490
Jaguar,XE,2018,76000,Diesel,177,Automatic,17190
Land,Rover,2014,56000,Diesel,190,Automatic,17990
Audi,A1,2014,26000,Petrol,122,Manual,12490
Volvo,V40,2018,14925,Petrol,150,Automatic,22500
2018,68,2018,83819,Diesel,100,Manual,9495
2018,68,2018,92723,Diesel,120,Manual,13795
2019,19,2019,81427,Diesel,128,Manual,21995
2018,68,2018,37740,Diesel,118,Manual,16995
Dacia,Duster,2021,5004,Petrol,99,Manual,16499
Renault,Clio,2017,22427,Petrol,88,Manual,10999
2,Convertible,2012,4659,Petrol,145,Manual,54000
Mercedes-Benz,SLK,2000,81000,Petrol,201,Automatic,10995
Audi,TT,2009,105000,Petrol,340,Manual,13000
Ford,Focus,2016,45000,Petrol,345,Manual,26450
Audi,S3,2017,37000,Petrol,306,Manual,24550
2010,60,2010,82950,Diesel,123,Manual,1500
2016,66,2016,14998,Petrol,69,Manual,5750
2008,S,2008,129998,Diesel,282,Automatic,6495
2010,10,2010,128626,Diesel,105,SemiAutomatic,3995
2013,63,2013,28684,Diesel,141,Automatic,10950
2018,18,2018,38819,Diesel,74,Manual,10200
2012,12,2012,58000,Diesel,112,Manual,5495
2018,18,2018,26000,Petrol,74,Manual,7449
2014,64,2014,65000,Diesel,175,Manual,12995
2014,64,2014,62000,Diesel,94,Manual,10995
2016,16,2016,25000,Petrol,140,Automatic,13495
2019,19,2019,14000,Petrol,271,Manual,25995
2015,15,2015,44000,Diesel,109,Automatic,8995
Ford,Fiesta,2018,28211,Petrol,138,Manual,14480
Ford,Mustang,2018,5498,Petrol,410,Automatic,41998
Ford,Fiesta,2019,6454,Petrol,99,Manual,16050
Ford,Focus,2018,15538,Petrol,247,Manual,20895
Volvo,V40,2017,20100,Petrol,150,Automatic,15400
Subaru,Impreza,2005,12000,Petrol,221,Manual,18990
Nissan,Qashqai,2019,10725,Petrol,140,Manual,20989
Nissan,Qashqai,2019,7695,Petrol,140,Manual,18989
Nissan,Qashqai,2020,7496,Petrol,140,Manual,19789
Nissan,Qashqai,2020,8483,Petrol,140,Manual,19689
Mazda,Mazda3,2021,4000,Petrol,183,Manual,22999
Mazda,Mazda3,2021,7000,Petrol,121,Manual,21999
Peugeot,3008,2018,16215,Petrol,165,Automatic,23990
Peugeot,108,2019,16341,Petrol,71,Manual,9640
Peugeot,208,2019,20790,Petrol,82,Manual,10540
Peugeot,5008,2018,44432,Petrol,165,Automatic,27990
Peugeot,2008,2019,4483,Petrol,109,Manual,17450
Audi,A3,2015,59000,Petrol,148,Automatic,14995
BMW,2,2017,24500,Petrol,335,Automatic,25130
Volkswagen,Golf,2016,33641,Petrol,113,Manual,12170
Ford,Fiesta,2018,16786,Petrol,84,Manual,10410
Audi,A1,2017,27936,Petrol,228,Manual,21450
Toyota,C-HR,2018,19691,Hybrid,121,Automatic,23510
Ford,Fiesta,2018,36110,Petrol,123,Manual,12500
BMW,X1,2018,18869,Petrol,189,Automatic,25130
Audi,A3,2018,24249,Petrol,148,Automatic,22770
Citroen,C1,2019,3552,Petrol,71,Manual,10010
BMW,1,2017,34414,Petrol,335,Automatic,23210
Volkswagen,Golf,2016,29843,Petrol,298,Manual,20430
Peugeot,208,2020,5357,Petrol,74,Manual,14750
Ford,Puma,2020,4274,Petrol,123,Manual,21999
Ford,Fiesta,2018,22113,Petrol,84,Manual,11499
Vauxhall,Corsa,2019,15578,Petrol,89,Manual,10010
Volkswagen,T-Roc,2020,3113,Petrol,148,Manual,23990
Ford,Focus,2019,14959,Petrol,123,Manual,19340
Nissan,Juke,2017,48143,Petrol,115,Manual,10350
Ford,Focus,2019,7227,Petrol,125,Manual,21260
Ford,Fiesta,2018,7067,Petrol,99,Manual,12099
Ford,Fiesta,2019,14997,Petrol,138,Manual,14549
Mercedes-Benz,A-Class,2019,10235,Petrol,161,Automatic,23799
MG,ZS,2018,24786,Petrol,105,Manual,14299
Mitsubishi,ASX,2016,36327,Petrol,115,Manual,12299
Ford,Transit,2020,6100,Petrol,99,Manual,17495
Ford,EcoSport,2018,15819,Petrol,138,Manual,16999
Ford,EcoSport,2018,15663,Petrol,123,Manual,16350
Mazda,Mazda2,2018,22381,Petrol,89,Manual,12999
2011,BMW,2011,27900,Petrol,335,Manual,49950
Volvo,V40,2018,10393,Petrol,150,Manual,17299
MINI,Mini,2018,25690,Petrol,134,Manual,18799
BMW,3,2004,105689,Petrol,338,Manual,13995
Ford,Fiesta,2017,22742,Petrol,99,Manual,12799
Vauxhall,Corsa,2016,73150,Petrol,89,Manual,5880
Vauxhall,Corsa,2012,57800,Petrol,64,Manual,2980
Ford,Focus,2008,113800,Petrol,100,Automatic,2980
Nissan,Qashqai,2007,136200,Petrol,113,Manual,2000
Peugeot,308,2010,68800,Petrol,120,Manual,2980
Peugeot,208,2016,79900,Petrol,82,Manual,5980
Citroen,C3,2018,13689,Petrol,82,Manual,12495
Land,Rover,2009,89000,Diesel,245,Automatic,14493
Land,Rover,2011,115000,Diesel,245,Automatic,14995
Land,Rover,2019,16871,Petrol,518,Automatic,80699
Toyota,RAV4,2018,19470,Hybrid,197,Automatic,25440
Toyota,Auris,2017,28880,Hybrid,134,Automatic,17590
MINI,Mini,2018,15484,Petrol,134,Manual,17000
Kia,Soul,2018,31000,Petrol,201,Automatic,17551
Seat,Leon,2018,34032,Petrol,129,Manual,14390
Ford,Fiesta,2018,23245,Petrol,197,Manual,16999
Hyundai,I10,2019,9947,Petrol,86,Manual,9990
Kia,XCeed,2021,1275,Petrol,158,Manual,20790
Peugeot,3008,2021,2500,Hybrid,296,Automatic,40889
Land,Rover,2017,45302,Petrol,335,Automatic,45699
Volkswagen,Polo,2017,39703,Petrol,59,Manual,8890
Abarth,595,2018,10371,Petrol,144,Manual,12700
BMW,1,2019,17600,Petrol,335,Automatic,27995
